1,91.013,48.906666,92.69247,3.2712977,0.004407,1.6474346606357404,1234
1,91.013,48.906666,92.69247,3.2712977,0.004403,1.642602597336064,1234
1,91.013,48.906666,92.69247,3.2712977,0.004407,1.6483737277186874,1234
1,91.013,48.906666,92.69247,3.2712977,0.004403,1.6419071750373468,1234
1,91.013,48.906666,92.69247,3.2712977,0.004403,1.6435946450169014,1234
1,91.013,48.906666,92.69247,3.2712977,0.004402,1.6459023786537046,1234
1,91.013,48.906666,92.69247,3.2712977,0.004406,1.6484643409571742,1234
1,91.013,48.906666,92.69247,3.2712977,0.004403,1.641890044795375,1234
1,91.013,48.906666,92.69247,3.2712977,0.004401,1.644722034158774,1234
1,91.013,48.906666,92.69247,3.2712977,0.004404,1.641825906488478,1234


